edad,codigopostal,tipovivienda,dependientes,estadocivil,genero,claveactividad,nivelacademico,telefono,ingreso,egreso,tipoprestamo,tasanormal,tasamoratoria,monto,avales,creditostrabajados,bien,montogarantia,finalidad,remesas,plazo,estatuscuenta
66,70110,2,0,2,2,9506009,6,1,5,4,1,48,48,20000,1,4,1,0,2,1,1,3
63,70140,2,0,2,2,9999999,7,1,1,0,7,72,72,8000,0,3,1,0,2,1,1,3
73,70720,2,0,2,1,9999999,6,1,3,3,1,48,48,24000,1,5,1,0,2,1,1,3
62,70110,2,0,4,1,9999999,5,1,3,3,1,48,48,15000,1,6,1,0,2,1,1,3
66,70110,2,0,1,1,9999999,7,1,3,2,1,48,48,50000,1,9,1,1,2,1,1,3
61,70110,2,0,2,1,9999999,4,1,3,3,2,42,42,15000,1,13,1,0,2,1,1,3
63,70140,2,0,2,2,9999999,7,1,1,0,7,72,72,10000,0,3,1,0,2,1,1,3
64,70110,2,0,3,2,9999999,7,1,0,3,7,72,72,10000,0,8,1,0,2,1,1,3
70,70750,2,0,2,1,9999999,6,1,3,2,1,48,48,10000,0,15,1,0,2,1,1,3
67,70720,2,0,2,1,9999999,2,1,3,3,1,48,48,15000,1,4,1,0,2,1,1,3
67,70140,2,0,1,2,9999999,6,1,5,5,9,18,18,73590,1,1,1,1,1,1,1,3
82,70140,2,0,5,2,9999999,1,1,3,0,9,18,18,300000,0,1,1,1,1,1,1,3
61,70110,2,0,2,1,9999999,4,1,3,3,1,48,48,15000,0,13,1,0,2,1,1,3
66,70110,2,0,1,1,9999999,7,1,3,2,1,48,48,15000,1,9,1,0,2,1,1,3
73,70720,2,0,2,1,9999999,6,1,3,3,1,48,48,24000,1,5,1,0,2,1,1,3
62,70110,2,0,2,2,9999999,2,1,2,2,1,48,48,10000,0,1,1,0,2,1,1,3
63,70750,2,0,2,2,9999999,2,1,8,8,9,18,18,73000,1,10,1,1,1,1,1,3
66,70110,2,0,2,2,9506009,6,1,5,4,10,30,30,50000,1,4,1,6,2,1,1,3
69,70110,2,0,5,1,9999999,6,1,1,1,2,42,42,5000,0,9,1,0,2,1,1,3
64,70110,2,0,2,1,9999999,4,1,2,1,1,48,48,10000,0,7,1,0,2,1,1,3
65,70750,2,0,4,2,9999999,5,1,3,2,1,48,48,15000,0,3,1,0,2,1,1,3
61,70750,2,0,4,1,9999999,7,1,3,3,1,48,48,24000,0,3,1,0,2,1,1,3
70,70110,2,0,2,1,9999999,6,1,2,0,1,48,48,20000,1,2,1,0,2,1,1,3
63,70110,2,0,2,2,9999999,6,1,5,4,1,48,48,50000,1,1,1,1,2,1,1,3
62,70110,2,0,2,2,9999999,2,1,3,9,4,24,24,10000,0,1,1,0,2,1,1,3
64,70110,2,0,2,1,9999999,7,1,2,1,10,30,30,30000,1,1,1,0,2,1,1,3
62,70110,2,0,4,1,9999999,5,1,3,3,1,48,48,10000,0,6,1,0,2,1,1,3
71,70110,2,0,2,2,9999999,6,1,1,0,1,48,48,7000,0,1,1,0,2,1,1,3
69,70110,2,0,3,1,9999999,5,1,1,1,4,24,24,10000,0,5,1,0,2,1,1,3
65,70110,2,0,2,2,9999999,6,1,0,0,1,48,48,10000,0,1,1,0,2,1,1,3
69,70110,2,0,3,1,9999999,5,1,1,1,4,24,24,10000,0,5,1,0,2,1,1,3
64,70110,2,0,3,2,9999999,7,1,0,3,1,48,48,12000,0,8,1,0,2,1,1,3
68,70350,2,0,2,1,9999999,4,1,0,0,1,48,48,10000,1,8,1,0,2,1,1,3
64,70330,2,0,2,2,9999999,4,1,0,0,3,18,18,7500,0,2,5,1,2,1,1,3
64,70340,2,0,2,1,9999999,4,1,1,0,2,42,42,12000,0,12,1,0,2,1,1,3
72,70340,2,0,2,1,9999999,4,1,0,3,1,48,48,10000,0,4,1,0,2,1,1,3
71,70330,2,0,5,1,9999999,4,1,1,1,1,48,48,10000,1,2,1,0,2,1,1,3
64,70340,2,0,2,2,9999999,4,1,1,1,1,48,48,7000,0,3,1,0,2,1,1,3
69,70340,2,0,2,1,9999999,4,1,9,2,1,48,48,13000,1,3,1,0,2,1,1,3
69,70330,2,0,2,1,9999999,4,1,3,3,2,42,42,15000,0,14,1,0,2,1,1,3
77,70330,2,0,3,1,9999999,4,1,0,0,3,18,18,5000,0,4,5,1,2,1,1,3
65,70340,2,0,5,1,9999999,4,1,0,0,2,42,42,8000,1,9,1,0,2,1,1,3
62,70343,2,0,5,1,9999999,4,1,9,1,1,48,48,10000,0,7,1,0,2,1,1,3
69,70330,2,0,2,2,9999999,6,1,3,3,1,48,48,6000,0,4,1,0,2,1,1,3
65,70330,2,0,2,1,9999999,4,1,1,0,1,48,48,10000,1,5,1,0,2,1,1,3
69,70340,2,0,2,1,9999999,4,1,0,0,2,42,42,12000,0,13,1,0,2,1,1,3
65,70340,2,0,2,1,9999999,4,1,2,1,1,48,48,10000,1,1,1,0,2,1,1,3
65,70330,2,0,2,1,9999999,4,1,9,3,2,42,42,15000,0,14,1,0,2,1,1,3
65,70330,2,0,2,1,9999999,4,1,2,2,1,48,48,10000,0,1,1,0,2,1,1,3
62,70330,2,0,2,1,9999999,6,1,1,2,1,48,48,15000,1,1,1,0,2,1,1,3
64,70330,2,0,2,1,9999999,4,1,3,3,2,42,42,10000,0,13,1,0,2,1,1,3
62,70330,2,0,2,1,9999999,4,1,9,5,1,48,48,10000,1,8,1,0,2,1,1,3
75,70330,2,0,3,1,9999999,4,1,2,1,1,48,48,10000,2,3,1,0,2,1,1,3
65,70340,2,0,5,1,9999999,4,1,0,0,2,42,42,8000,1,9,1,0,2,1,1,3
72,70340,2,0,2,1,9999999,4,1,0,3,1,48,48,9000,1,4,1,0,2,1,1,3
62,70330,2,0,2,1,9999999,4,1,2,1,1,48,48,8000,0,12,1,0,2,1,1,3
62,70343,2,0,5,1,9999999,4,1,9,1,1,48,48,20000,1,7,1,0,2,1,1,3
70,70760,2,0,2,1,6999900,4,1,9,0,4,24,24,4500,0,10,1,0,2,1,6,3
67,70735,2,3,2,2,219908,6,1,5,2,4,24,24,2000,0,18,1,0,2,1,5,3
65,70735,2,1,2,2,2711019,6,1,2,3,6,24,24,5000,0,20,1,0,2,1,6,3
61,70735,2,0,2,1,9999999,6,1,0,0,1,48,48,2000,0,17,1,0,2,1,7,3
66,70725,2,1,2,2,211011,4,1,3,1,6,24,24,60000,0,23,1,1,2,1,11,3
65,70735,2,1,2,2,219908,6,1,6,2,14,24,24,45000,0,17,1,0,1,1,6,3
61,70110,2,0,4,1,6999900,6,1,0,4,1,48,48,5000,0,1,1,0,2,1,7,3
68,70110,2,0,2,1,6131023,4,1,4,3,1,48,48,15000,0,26,1,0,2,1,5,3
68,70720,2,1,2,2,9999999,5,1,3,1,4,24,24,10000,0,4,1,0,2,1,1,3
66,70720,2,0,2,1,232017,4,1,4,4,1,48,48,20000,0,12,1,0,2,1,11,3
64,70137,2,0,2,1,9999999,6,1,3,1,1,48,48,10000,1,2,1,0,2,1,6,3
61,70735,2,3,2,2,9999999,6,1,1,0,2,42,42,28000,1,7,1,0,2,1,36,3
68,70760,2,2,2,2,9999999,6,1,3,2,1,48,48,30000,1,3,1,0,2,1,36,3
75,70725,2,1,2,2,9999999,4,1,5,0,8,21,21,80000,2,18,1,1,1,1,36,3
65,70735,2,0,5,1,9999999,4,1,3,3,14,24,24,30000,0,11,1,0,1,1,13,3
68,70760,2,2,2,2,9999999,6,1,1,0,4,24,24,5000,0,23,1,0,2,1,6,3
64,70725,2,1,2,2,149907,6,1,9,0,4,24,24,5000,0,20,1,0,2,1,6,3
67,70705,2,4,4,2,149907,6,1,9,0,4,24,24,5000,0,5,1,0,2,1,6,3
69,70725,2,1,2,2,100008,6,1,0,0,4,24,24,4000,0,23,1,0,2,1,6,3
61,70705,2,1,2,2,149907,6,1,0,0,4,24,24,4000,0,22,1,0,2,1,6,3
68,70705,2,1,4,2,149907,6,1,1,0,14,24,24,15000,0,19,1,0,1,1,8,3
61,70760,2,1,2,2,3516038,6,1,2,1,14,24,24,12000,0,13,1,0,1,1,12,3
65,70298,2,2,2,2,100008,6,1,1,0,4,24,24,4500,0,22,1,0,2,1,3,3
69,70230,2,1,2,2,149907,6,1,9,0,3,18,18,5500,0,10,5,1,2,1,2,3
75,70760,2,0,3,1,9999999,4,1,2,0,3,18,18,7000,0,19,5,1,2,1,5,3
78,70725,2,2,2,2,149907,4,1,1,0,3,18,18,10000,0,1,5,2,2,1,2,3
62,70110,2,2,2,2,9999999,6,1,7,6,21,36,36,127000,2,4,1,1,2,1,48,3
64,70110,2,0,2,2,9999999,7,1,0,0,1,48,48,15000,0,4,1,0,2,1,18,3
63,70150,4,0,2,2,9999999,6,1,3,0,9,20,20,98000,0,0,1,1,1,1,42,3
62,70150,2,4,2,2,9506009,2,1,2,0,9,20,20,88000,0,0,1,1,1,1,24,3
63,70117,2,0,5,1,6134019,4,1,5,3,14,24,24,40000,0,16,1,0,1,1,12,3
66,70110,2,0,4,1,8712011,6,1,5,5,12,48,48,15000,0,1,1,0,1,1,11,3
67,70110,2,0,2,1,6999900,6,1,9,2,14,24,24,40000,0,17,1,0,1,1,18,3
70,70110,2,1,2,2,9506009,7,1,4,4,6,24,24,49000,0,15,1,0,2,1,36,3
63,70150,2,0,2,1,6999900,6,1,2,1,1,48,48,10000,0,1,1,0,2,1,12,3
73,70720,2,0,4,1,9506009,6,1,2,0,6,24,24,50000,0,16,1,6,2,1,18,3
61,70720,2,0,2,2,9506009,2,1,2,0,1,48,48,15000,0,4,1,0,2,1,12,3
62,70720,2,0,5,2,219908,6,1,0,0,12,48,48,10000,0,1,1,0,1,1,17,3
63,70720,2,1,2,2,2711019,6,1,2,2,13,42,42,15000,0,11,1,0,1,1,18,3
67,70110,2,0,5,1,6999900,5,1,5,5,12,48,48,10000,0,9,1,0,1,1,11,3
61,70110,2,0,4,1,6999900,6,1,4,4,12,48,48,7000,0,1,1,0,1,1,11,3
68,70110,2,0,2,1,6131023,4,1,4,3,14,24,24,20000,0,26,1,0,1,1,11,3
67,70330,2,2,2,1,6999900,4,1,2,0,2,42,42,20000,0,10,1,0,2,1,24,3
65,70330,2,0,2,2,9999999,4,1,0,0,1,48,48,15000,0,3,1,0,2,1,24,3
72,70330,2,0,2,1,9999999,6,1,1,1,12,48,48,15000,0,6,1,0,1,1,24,3
72,70340,2,0,3,1,9999999,4,1,9,0,1,48,48,12000,0,4,1,0,2,1,18,3
68,70330,2,0,2,1,9999999,4,1,2,2,2,42,42,30000,0,12,1,0,2,1,18,3
65,70330,2,0,2,2,9999999,4,1,2,2,6,24,24,20000,0,22,1,0,2,1,18,3
61,70330,2,0,3,2,9999999,4,1,1,0,1,48,48,10000,0,8,1,0,2,1,18,3
63,70330,2,0,2,1,9999999,4,1,0,0,12,48,48,15000,1,14,1,0,1,1,18,3
71,70330,2,0,2,2,6121032,4,1,7,7,12,48,48,10000,0,6,1,0,1,1,12,3
62,70330,2,0,5,1,2319011,6,1,1,0,1,48,48,20000,0,2,1,0,2,1,18,3
61,70330,2,1,5,1,2411015,4,1,1,0,13,42,42,20000,0,11,1,0,1,1,18,3
64,70330,2,0,3,1,6999900,4,1,1,0,2,42,42,15000,0,10,1,0,2,1,18,3
63,70330,2,0,2,1,232017,4,1,3,2,2,42,42,20000,0,15,1,0,2,1,12,3
63,70340,2,0,2,1,6999900,4,1,0,0,1,48,48,7000,0,18,1,0,2,1,14,3
65,70330,2,0,2,1,6999900,4,1,9,9,13,42,42,15000,0,31,1,0,1,1,12,3
66,70330,2,4,2,1,6231013,4,1,9,1,1,48,48,15000,0,2,1,0,2,1,18,3
67,70340,2,0,2,1,6999900,4,1,1,0,1,48,48,15000,0,2,1,0,2,1,30,3
63,70330,2,0,3,1,9506009,4,1,3,0,12,48,48,7000,0,1,1,0,1,1,12,3
77,70330,2,0,2,1,2400000,4,1,9,4,13,42,42,25000,0,19,1,0,1,1,6,3
66,70330,2,0,2,2,2319011,6,1,2,0,1,48,48,13000,1,17,1,0,2,1,18,3
69,70350,2,0,3,1,2071017,4,1,2,1,2,42,42,20000,0,17,1,0,2,1,8,3
67,70350,2,1,4,1,6999900,4,1,0,0,13,42,42,15000,0,10,1,0,1,1,18,3
61,70330,4,0,5,1,2319011,4,1,1,1,1,48,48,10000,0,3,1,0,2,1,12,3
64,70330,2,0,5,2,6999900,5,1,3,3,13,42,42,10000,0,17,1,0,1,1,8,3
63,70338,2,0,5,1,9331018,4,1,9,0,1,48,48,8000,0,8,1,0,2,1,12,3
68,70330,2,0,3,1,6999900,4,1,1,0,12,48,48,10000,0,0,1,0,1,1,12,3
62,70230,2,1,4,2,100008,4,1,2,0,4,24,24,5000,0,24,1,0,2,1,6,3
69,70330,2,0,2,1,2411015,4,1,1,1,1,48,48,9000,0,7,1,0,2,1,12,3
71,70230,2,0,2,2,6999900,6,1,4,3,4,24,24,5000,0,19,1,0,2,1,6,3
66,70330,2,0,2,2,100008,6,1,0,0,1,48,48,4000,0,3,1,0,2,1,10,3
64,70330,2,0,2,1,2319011,4,1,0,0,12,48,48,3000,0,18,1,0,1,1,10,3
67,70330,2,0,2,1,2000008,4,1,1,1,1,48,48,6000,0,15,1,0,2,1,12,3
75,70335,2,0,2,2,100008,6,1,4,1,4,24,24,4000,0,24,1,0,2,1,6,3
83,70230,2,0,2,2,149907,4,1,0,2,4,24,24,2000,0,17,1,0,2,1,6,3
71,70330,2,0,3,1,2411015,4,1,0,0,12,48,48,10000,0,8,1,0,1,1,18,3
62,70330,2,0,2,2,149907,6,1,1,0,13,42,42,10000,0,4,1,0,1,1,12,3
68,70230,2,4,2,2,149907,4,1,2,0,4,24,24,5000,0,21,1,0,2,1,6,3
64,70330,2,0,2,2,6999900,4,1,2,1,4,24,24,5000,0,6,1,0,2,1,8,3
69,70330,2,0,2,1,6999900,4,1,2,1,13,42,42,10000,0,13,1,0,1,1,12,3
69,70330,2,0,2,1,6999900,4,1,0,0,12,48,48,5000,0,9,1,0,1,1,10,3
76,70330,2,2,2,2,6999900,6,1,5,5,12,48,48,6000,0,6,1,0,1,1,12,3
63,70330,2,1,2,2,9506009,2,1,3,2,1,48,48,15000,0,6,1,0,2,1,11,3
63,70335,2,0,2,2,219908,4,1,0,0,2,42,42,20000,0,10,1,0,2,1,8,3
69,70230,2,0,2,1,141010,4,1,0,0,4,24,24,3000,0,11,1,0,2,1,6,3
62,70330,2,0,2,2,2411015,4,1,4,4,12,48,48,20000,0,2,1,0,1,1,18,3
65,70330,2,0,2,1,6999900,4,1,2,1,13,42,42,5000,0,17,1,0,1,1,5,3
67,70330,2,0,3,1,6999900,4,1,0,0,4,24,24,5000,0,19,1,0,2,1,6,3
72,70341,2,0,5,1,6999900,4,1,1,0,13,42,42,8000,0,21,1,0,1,1,8,3
69,70330,2,0,5,1,6999900,4,1,5,5,13,42,42,30000,0,27,1,0,1,1,5,3
72,70330,2,0,3,1,2411015,4,1,2,2,13,42,42,20000,0,20,1,0,1,1,36,3
62,70350,2,0,4,1,9999999,4,1,1,1,28,0,0,9000,1,7,1,0,2,1,10,3
70,70735,2,0,5,1,9999999,4,1,1,0,28,0,0,24000,1,4,1,0,2,1,8,3
77,70735,2,0,5,1,9999999,6,1,0,0,28,0,0,15000,1,4,1,0,2,1,6,3
71,70735,2,0,5,1,9999999,6,1,0,0,28,0,0,20000,1,4,1,0,2,1,6,3
62,70735,2,0,4,2,9999999,4,1,1,0,28,0,0,15000,1,5,1,0,2,1,12,3
61,70230,2,0,2,2,9999999,4,1,1,1,28,0,0,8000,1,9,1,0,2,1,12,3
64,70720,2,0,5,1,9999999,4,1,9,0,28,0,0,15000,2,2,1,0,2,1,12,3
81,70110,2,0,3,2,9999999,5,1,3,1,28,0,0,15000,2,2,1,0,2,1,12,3
63,70706,2,0,2,2,9999999,7,1,1,0,28,0,0,17000,1,4,1,0,2,1,6,3
64,70124,2,0,2,2,9999999,6,1,5,0,28,0,0,300000,1,1,1,1,2,1,10,3
61,70750,2,0,5,1,9999999,7,1,3,2,28,0,0,28000,2,2,1,1,2,1,12,3
64,70110,2,0,1,1,9999999,6,1,2,0,28,0,0,5000,1,2,1,0,2,1,6,3
61,70110,2,0,2,1,9999999,4,1,9,1,28,0,0,5000,1,1,1,0,2,1,6,3
75,70110,2,0,2,1,9999999,5,1,3,1,28,0,0,5000,1,2,1,0,2,1,6,3
67,70150,2,0,2,2,9999999,2,1,9,4,28,0,0,500000,1,3,1,2,2,1,11,3
69,70110,2,0,4,1,9999999,4,1,1,0,1,48,48,20000,1,1,1,0,2,1,24,3
61,70117,3,0,4,2,9999999,5,1,3,3,28,0,0,15000,1,1,1,0,2,1,11,3
63,70750,2,0,5,2,9999999,7,1,0,0,28,0,0,10000,1,3,1,0,2,1,12,3
67,70110,2,0,3,1,9999999,7,1,9,5,28,0,0,20000,1,3,1,0,2,1,12,3
74,70117,2,0,2,2,9999999,2,1,4,3,28,0,0,20000,0,4,1,0,2,1,24,3
69,70117,2,0,4,2,9999999,2,1,5,5,28,0,0,40000,2,2,1,1,2,1,30,3
61,70110,2,0,5,1,9999999,7,1,5,5,28,0,0,25000,1,8,1,0,2,1,24,3
64,70706,2,0,4,1,9999999,4,1,9,1,28,0,0,8000,1,2,1,0,2,1,11,3
63,70140,2,0,2,1,9999999,6,1,7,7,28,0,0,50000,1,3,1,1,2,1,24,3
64,70110,2,0,2,1,9999999,6,1,3,3,28,0,0,10000,0,1,1,0,2,1,18,3
61,70110,2,0,5,1,9999999,6,1,0,0,28,0,0,10000,0,2,1,0,2,1,12,3
64,70330,2,0,2,1,9999999,4,1,0,0,28,0,0,5000,0,13,1,0,2,1,8,3
63,70330,2,0,2,1,9999999,4,1,2,1,28,0,0,10000,0,1,1,0,2,1,12,3
62,70777,2,0,2,2,9999999,7,1,4,4,9,20,20,91000,0,0,1,1,1,1,36,3
66,70110,2,0,2,2,9506009,6,1,6,4,1,48,48,20000,0,4,1,0,2,1,18,3
64,70330,2,0,5,1,9999999,4,1,1,0,28,0,0,15000,1,20,1,0,2,1,6,3
71,70340,2,0,3,1,9999999,4,1,4,3,28,0,0,10000,0,1,1,0,2,1,12,3
70,70330,2,0,2,1,9999999,4,1,0,0,28,0,0,10000,0,4,1,0,2,1,12,3
61,70342,2,0,5,1,9999999,4,1,1,1,28,0,0,20000,1,11,1,0,2,1,18,3
72,70330,2,0,3,1,9999999,4,1,1,0,28,0,0,10000,1,7,1,0,2,1,12,3
57,70110,4,1,4,2,9999999,6,1,0,1,1,48,48,10000,1,7,1,0,2,1,11,2
66,70735,2,0,5,1,6999900,4,1,0,0,14,24,24,6000,0,20,1,0,1,1,11,3
61,70735,2,2,2,2,9999999,7,1,9,7,1,48,48,20000,1,6,1,1,2,1,11,3
82,70330,2,1,2,2,149907,4,1,0,1,6,24,24,15000,1,14,1,0,2,1,7,3
87,70725,2,1,2,2,219908,6,1,9,0,6,24,24,10000,1,22,1,0,2,1,5,3
67,70735,2,3,2,2,219908,6,1,5,2,1,48,48,8000,1,18,1,0,2,1,11,3
72,70760,2,1,2,2,142084,6,1,0,0,4,24,24,3000,0,9,1,0,2,1,5,3
61,70735,2,0,2,1,9999999,6,1,0,0,2,42,42,15000,1,17,1,0,2,1,6,3
61,70705,2,1,2,2,149907,6,1,0,0,4,24,24,3000,0,22,1,0,2,1,5,3
71,70735,2,0,3,2,219908,6,1,9,1,1,48,48,2000,1,12,1,0,2,1,5,3
64,70720,2,1,2,2,219908,6,1,5,7,4,24,24,4500,0,7,1,0,2,1,5,3
75,70725,2,1,2,2,9999999,4,1,5,0,2,42,42,10000,1,18,1,0,2,1,11,3
76,70735,2,1,2,2,219908,6,1,9,0,2,42,42,8000,1,13,1,0,2,1,5,3
67,70735,2,1,3,2,9999999,4,1,0,0,6,24,24,17000,1,15,1,0,2,1,5,3
55,70330,2,0,2,1,2319011,4,1,0,0,1,48,48,12000,0,15,1,0,2,1,11,2
53,70735,2,2,1,1,9999999,4,1,0,1,1,48,48,4000,1,6,1,0,2,1,5,2
44,70735,2,6,2,2,7113012,5,1,9,7,1,48,48,15000,1,2,1,0,2,1,8,2
34,70735,2,4,2,1,8991011,7,1,9,4,1,48,48,15000,1,9,1,0,2,2,6,2
57,70735,2,0,2,2,9999999,6,1,9,9,4,24,24,3000,0,14,1,0,2,1,5,2
40,70735,2,2,2,1,6999900,6,1,3,3,4,24,24,3000,0,22,1,0,2,1,5,2
48,70735,2,3,4,1,9999999,6,1,0,1,2,42,42,5000,1,13,1,0,2,1,10,2
43,70725,2,3,2,2,9999999,6,1,3,1,6,24,24,50000,0,19,1,6,2,1,11,2
39,70735,2,7,2,2,2711019,6,1,0,1,1,48,48,8000,1,13,1,0,2,1,8,2
51,70725,2,2,2,2,9999999,6,1,2,2,4,24,24,3000,0,18,1,0,2,1,5,2
52,70725,2,0,2,1,9999999,6,1,9,0,1,48,48,4000,1,5,1,0,2,1,8,2
40,70735,2,4,2,1,232017,6,1,0,0,1,48,48,3000,1,8,1,0,2,1,6,2
45,70735,2,3,2,2,9999999,6,1,0,0,1,48,48,10000,1,4,1,0,2,1,8,2
48,70725,2,6,2,2,129032,4,1,0,0,4,24,24,3000,0,15,1,0,2,1,5,2
49,70725,2,1,3,2,4111936,6,1,9,0,4,24,24,4000,0,11,1,0,2,1,5,2
39,70725,2,13,2,2,9999999,6,1,0,0,1,48,48,3000,1,6,1,0,2,1,6,2
45,70725,2,1,2,2,9999999,4,1,3,0,3,18,18,50000,0,4,5,3,2,1,2,2
57,70735,2,5,2,2,9999999,4,1,3,0,4,24,24,4000,0,8,1,0,2,1,5,2
51,70725,2,5,2,1,9999999,6,1,0,0,4,24,24,2500,0,17,1,0,2,1,5,2
38,70725,2,5,2,1,9115016,7,1,0,0,2,42,42,7000,1,10,1,0,2,1,11,2
41,70725,2,4,2,1,9999999,7,1,9,0,2,42,42,18000,1,12,1,0,2,1,6,2
35,70735,2,4,2,1,2071017,7,1,0,0,1,48,48,4000,1,5,1,0,2,1,9,2
44,70735,2,5,2,1,9999999,6,1,1,0,2,42,42,15000,1,9,1,0,2,1,11,2
51,70735,2,2,2,1,219908,4,1,0,0,6,24,24,20000,1,19,1,0,2,1,5,2
44,70725,2,2,2,1,9999999,6,1,0,0,4,24,24,2000,0,14,1,0,2,1,5,2
46,70735,2,6,2,1,9999999,6,1,1,0,1,48,48,8000,1,2,1,0,2,1,10,2
53,70735,2,7,2,2,9999999,6,1,0,0,1,48,48,30000,1,7,1,0,2,1,11,2
49,70725,2,3,2,2,4199908,6,1,9,0,4,24,24,3000,0,7,1,0,2,1,5,2
38,70725,2,7,2,1,9999999,7,1,1,1,1,48,48,10000,1,4,1,0,2,1,11,2
53,70735,2,2,1,1,9999999,4,1,0,1,1,48,48,4000,1,6,1,0,2,1,5,2
34,70725,2,1,5,1,9999999,5,1,0,0,2,42,42,10000,1,16,1,0,2,1,10,2
35,70725,2,7,2,2,9999999,7,1,0,0,1,48,48,4000,1,7,1,0,2,1,6,2
27,70735,2,2,4,1,6131023,5,1,7,6,1,48,48,3000,1,7,1,0,2,1,6,2
45,70735,2,2,2,1,2071017,6,1,2,1,6,24,24,30000,1,16,1,0,2,1,6,2
35,70735,2,4,2,1,8944098,6,1,0,0,1,48,48,5000,1,5,1,0,2,1,10,2
35,70725,2,6,2,2,8944098,5,1,1,3,5,36,36,80000,1,9,1,1,2,1,6,2
54,70725,2,4,4,2,9999999,4,1,0,0,4,24,24,3000,0,11,1,0,2,1,5,2
54,70705,2,1,4,2,149907,6,1,0,0,4,24,24,3400,0,19,1,0,2,1,5,2
50,70725,2,1,2,2,9999999,6,1,2,1,4,24,24,2000,0,22,1,0,2,1,5,2
46,70298,2,2,4,1,9999999,7,1,1,0,1,48,48,20000,1,4,1,0,2,1,11,2
48,70725,2,2,2,1,2071017,7,1,2,3,1,48,48,15000,1,1,1,0,2,1,6,2
45,70725,2,5,2,2,4111936,6,1,2,0,1,48,48,7000,1,4,1,0,2,1,10,2
52,70705,2,4,2,2,9999999,4,1,9,1,4,24,24,2000,0,10,1,0,2,1,5,2
55,70725,2,0,2,1,6999900,6,1,9,2,1,48,48,2500,1,14,1,0,2,1,5,2
47,70725,2,4,2,1,9999999,4,1,2,2,4,24,24,5000,0,9,1,0,2,1,5,2
46,70725,2,2,3,1,9999999,6,1,2,0,6,24,24,3000,1,17,1,0,2,1,6,2
38,70735,2,4,2,1,9999999,7,1,3,1,2,42,42,30000,1,10,1,0,2,1,6,2
38,70735,2,7,2,1,9999999,7,1,3,1,2,42,42,15000,1,8,1,0,2,1,6,2
60,70725,2,1,2,2,7100001,6,1,2,2,4,24,24,3000,0,26,1,0,2,1,5,2
25,70735,2,4,2,1,9999999,7,1,3,0,1,48,48,9000,1,4,1,0,2,1,6,2
58,70735,2,0,2,2,219908,6,1,5,3,6,24,24,5000,0,18,1,0,2,1,5,2
43,70725,2,0,2,1,2071017,6,1,1,0,1,48,48,3000,1,4,1,0,2,1,5,2
47,70725,2,1,2,2,149907,4,1,9,1,4,24,24,3500,0,15,1,0,2,1,5,2
38,70725,2,5,4,2,6999900,6,1,3,3,1,48,48,6000,1,7,1,0,2,1,10,2
43,70735,2,14,2,1,219908,6,1,0,0,1,48,48,3000,1,10,1,0,2,1,5,2
52,70725,2,3,2,1,6999900,6,1,9,1,2,42,42,5000,1,19,1,0,2,1,8,2
50,70725,2,1,2,2,9999999,7,1,5,6,4,24,24,4500,0,6,1,0,2,1,5,2
57,70735,2,2,5,1,9999999,6,1,0,0,1,48,48,2500,1,19,1,0,2,1,6,2
32,70735,2,12,2,2,219908,6,1,9,0,1,48,48,8000,1,5,1,0,2,1,7,2
46,70705,2,2,2,2,9999999,7,1,4,1,4,24,24,4000,0,19,1,0,2,1,5,2
44,70735,2,5,2,1,9999999,6,1,1,0,2,42,42,25000,1,9,1,0,2,1,6,2
59,70725,2,1,2,2,9999999,6,1,4,3,1,48,48,13000,1,4,1,0,2,1,6,2
59,70705,2,6,2,2,9999999,6,1,0,0,4,24,24,3500,0,11,1,0,2,1,5,2
59,70735,2,1,2,1,9999999,6,1,2,0,1,48,48,10000,1,4,1,0,2,1,11,2
57,70760,2,0,2,2,142109,4,1,1,0,1,48,48,15000,1,10,1,0,2,1,6,2
25,70735,2,4,2,1,9999999,7,1,9,2,1,48,48,15000,1,3,1,0,2,1,6,2
60,70735,2,0,2,2,219908,4,1,9,4,6,24,24,17000,1,15,1,0,2,1,11,2
40,70735,2,6,2,2,219908,6,1,9,0,1,48,48,6000,1,6,1,0,2,1,7,2
45,70735,2,6,2,1,9999999,6,1,3,4,2,42,42,5000,1,14,1,0,2,1,5,2
37,70735,4,4,5,1,6131023,5,1,2,3,1,48,48,3000,1,6,1,0,2,1,6,2
40,70735,2,5,2,2,7100001,7,1,1,1,1,48,48,10000,1,7,1,0,2,1,11,2
50,70725,2,4,4,1,6999900,6,1,9,2,2,42,42,5000,1,14,1,0,2,1,7,2
34,70725,2,1,5,1,9999999,5,1,0,0,3,18,18,5000,0,16,5,1,2,1,5,2
53,70735,2,1,2,2,4199908,6,1,1,0,1,48,48,5000,1,6,1,0,2,1,10,2
41,70735,2,2,2,1,9999999,6,1,1,3,5,36,36,140000,2,5,1,1,2,1,11,2
39,70735,2,8,2,1,9999999,6,1,2,0,2,42,42,26000,1,11,1,0,2,1,11,2
46,70725,2,5,2,2,9129017,7,1,1,1,2,42,42,5000,1,12,1,0,2,1,6,2
41,70725,2,4,1,1,9411998,7,1,1,2,2,42,42,5000,1,16,1,0,2,1,8,2
27,70720,2,4,4,1,6131023,5,1,0,0,1,48,48,3000,1,7,1,0,2,1,10,2
53,70735,2,0,2,2,219908,6,1,9,3,5,36,36,60000,1,4,1,1,2,1,6,2
